country_code,pct
AT,0.0058593761280526365
BE,0.6996458961553367
BG,0.0010095800366521448
CH,0.004713491235193452
CN,0.0025210622768802125
CZ,0.001029794739903189
DE,0.017389265299498156
DK,0.0018447360623952804
ES,0.002578241008933166
FR,0.03885843527800704
GB,0.0054666333220323516
IT,0.0024852533739783632
LU,0.005553845327486856
MT,0.0011302906932083795
NL,0.17750299899561803
NO,0.0017684977529913428
PL,0.0013630485620704015
SE,0.002729562501840982
US,0.01214499371322729
